paper_id,table_number,caption,page,section,headers,rows,material_column
Predicting ionic conductivity in solids from the machine-learned potential energy landscape.pdf,1,NONE,6,Results,"[""Column"", ""Column_2"", ""Column_3"", ""Column_4"", ""# St 1 Li 2 Li 3 Li"", ""ruct. EA [e B3H8 0.080 (BH)6 0.219 I"", ""ruct. EA [e B3H8 0.080 (BH)6 0.219 I_2"", ""V] p-value (d ± 0.042 0.088 (2.4 ± 0.086 0.166 (1.8"", ""2 f) 3) 0)""]","[{""Column"": """", ""Column_2"": """", ""Column_3"": ""H 4"", ""Column_4"": """", ""# St 1 Li 2 Li 3 Li"": ""6 Li 9 Li 12 Li"", ""ruct. EA [e B3H8 0.080 (BH)6 0.219 I"": ""2Te BH4 0.389 7P3S11 0.249"", ""ruct. EA [e B3H8 0.080 (BH)6 0.219 I_2"": """", ""V] p-value (d ± 0.042 0.088 (2.4 ± 0.086 0.166 (1.8"": ""± 0.026 0.540 (0.6 ± 0.018 0.226 (1.4"", ""2 f) 3) 0)"": ""2) 9)""}, {""Column"": """", ""Column_2"": """", ""Column_3"": """", ""Column_4"": """", ""# St 1 Li 2 Li 3 Li"": ""LiB3H"", ""ruct. EA [e B3H8 0.080 (BH)6 0.219 I"": ""8"", ""ruct. EA [e B3H8 0.080 (BH)6 0.219 I_2"": """", ""V] p-value (d ± 0.042 0.088 (2.4 ± 0.086 0.166 (1.8"": """", ""2 f) 3) 0)"": """"}, {""Column"": """", ""Column_2"": ""Li"", ""Column_3"": ""(BH)6"", ""Column_4"": """", ""# St 1 Li 2 Li 3 Li"": """", ""ruct. EA [e B3H8 0.080 (BH)6 0.219 I"": ""L"", ""ruct. EA [e B3H8 0.080 (BH)6 0.219 I_2"": """", ""V] p-value (d ± 0.042 0.088 (2.4 ± 0.086 0.166 (1.8"": ""i7P 3S 11"", ""2 f) 3) 0)"": """"}]",NONE
Predicting ionic conductivity in solids from the machine-learned potential energy landscape.pdf,1,NONE,7,Results,"[""#"", ""MP identifier [26]"", ""Composition"", ""Ξ"", ""AIMD results (χ2 T [K] τ [ps] σ [S/cm] E [meV] p-value ) A df""]","[{""#"": ""1 2 3 4 5 6 7 8 9 10"", ""MP identifier [26]"": ""mp-1211100 mp-1211296 mp-570935 mp-721239 mp-721252 mp-2530 mp-721253 mp-705516 mp-644223 mp-696127"", ""Composition"": ""LiB H 3 8 Li(BH) 6 LiI Li Ge(PSe ) 10 6 2 Li Sn(PSe ) 10 6 2 Li Te 2 Li Si(PSe ) 10 6 2 Li Sn(PSe ) 10 6 2 LiBH 4 Li Ge(PSe ) 10 6 2"", ""Ξ"": ""0.9924 0.9898 0.9812 0.9746 0.9729 0.9712 0.9712 0.9661 0.9647 0.9645"", ""AIMD results (χ2 T [K] τ [ps] σ [S/cm] E [meV] p-value ) A df"": ""1000 53.7 2.6±0.6 80±42 0.09 (2.4) 667 80.0 1.27±0.09 500 104.8 1.5±0.4 417 68.9 1.03±0.30 363 97.4 0.082±0.023∗ 1000 60.8 0.9±0.5 219±86 0.17 (1.8) 667 81.0 0.32±0.13 500 70.3 0.10±0.05 417 58.4 0.26±0.12 1000 57.2 3.7±0.4 - - 667 64.4 0.5±0.6 500 66.2 (2.2±1.0)×10−3 - - - - - - - - - - 1000 41.9 4.19±0.17 - - 667 88.0 (1.4±0.6)×10−3 500 47.9 −(0.5±1.8)×10−3 - - - - - - - - - - 1000 65.6 4.9±0.9 389±26 0.54 (0.6) 667 92.9 1.1±0.4 500 132.7 0.24±0.17 417 92.8 0.016±0.012 - - - - -""}, {""#"": ""12 25"", ""MP identifier [26]"": ""mp-641703 mp-696128"", ""Composition"": ""Li P S 7 3 11 Li Ge(PS ) 10 6 2"", ""Ξ"": ""0.9606 0.9379"", ""AIMD results (χ2 T [K] τ [ps] σ [S/cm] E [meV] p-value ) A df"": ""1000 69.5 1.96±0.14 249±18 0.23 (1.5) 667 85.6 0.86±0.14 500 119.7 0.193±0.039 417 58.1 0.18±0.09 - - - - -""}]",Composition
Predicting ionic conductivity in solids from the machine-learned potential energy landscape.pdf,1,NONE,13,Results,"[""Column""]",[],NONE
Predicting ionic conductivity in solids from the machine-learned potential energy landscape.pdf,2,NONE,13,Results,"[""Column""]",[],NONE
Predicting ionic conductivity in solids from the machine-learned potential energy landscape.pdf,3,NONE,13,Results,"[""mp-1211100 101 mp-1211296 mp-641703 mp-644223 ]sp mp-570935 100 / mp-2530 2Å[ Temperature )PAILM( 1000K 500K 10 1 epols DSM 10 2 10 3 10 3 10 2 10 1 100 101 MSD slope (SIESTA) [Å2 / ps]"", ""mp-1211100 101 mp-1211296 mp-641703 mp-644223 ]sp mp-570935 100 / mp-2530 2Å[ Temperature )PAILM( 1000K 500K 10 1 epols DSM 10 2 10 3 10 3 10 2 10 1 100 101 MSD slope (SIESTA) [Å2 / ps]_2""]","[{""mp-1211100 101 mp-1211296 mp-641703 mp-644223 ]sp mp-570935 100 / mp-2530 2Å[ Temperature )PAILM( 1000K 500K 10 1 epols DSM 10 2 10 3 10 3 10 2 10 1 100 101 MSD slope (SIESTA) [Å2 / ps]"": """", ""mp-1211100 101 mp-1211296 mp-641703 mp-644223 ]sp mp-570935 100 / mp-2530 2Å[ Temperature )PAILM( 1000K 500K 10 1 epols DSM 10 2 10 3 10 3 10 2 10 1 100 101 MSD slope (SIESTA) [Å2 / ps]_2"": ""mp-1211100 mp-1211296 mp-641703 mp-644223 mp-570935 mp-2530 Temperature 1000K 500K""}, {""mp-1211100 101 mp-1211296 mp-641703 mp-644223 ]sp mp-570935 100 / mp-2530 2Å[ Temperature )PAILM( 1000K 500K 10 1 epols DSM 10 2 10 3 10 3 10 2 10 1 100 101 MSD slope (SIESTA) [Å2 / ps]"": ""10 10 3"", ""mp-1211100 101 mp-1211296 mp-641703 mp-644223 ]sp mp-570935 100 / mp-2530 2Å[ Temperature )PAILM( 1000K 500K 10 1 epols DSM 10 2 10 3 10 3 10 2 10 1 100 101 MSD slope (SIESTA) [Å2 / ps]_2"": """"}]",NONE
Predicting ionic conductivity in solids from the machine-learned potential energy landscape.pdf,1,NONE,14,Results,"[""1 K003=T − 2 − 3 − 10− 3 10− 2 10− 1"", ""1 K003=T − 2 − 3 − 10− 3 10− 2 10− 1_2""]",[],NONE
Predicting ionic conductivity in solids from the machine-learned potential energy landscape.pdf,2,NONE,14,Results,"[""1 K003=T − 2 − 3 − 10− 2 10− 1"", ""1 K003=T − 2 − 3 − 10− 2 10− 1_2""]",[],NONE
Predicting ionic conductivity in solids from the machine-learned potential energy landscape.pdf,3,NONE,14,Results,"[""Column""]","[{""Column"": ""10 3 10 2 10 1 FV0.5eV (connected)""}]",NONE
Predicting ionic conductivity in solids from the machine-learned potential energy landscape.pdf,4,NONE,14,Results,"[""Column""]","[{""Column"": ""10 2 10 1 FV0.5eV (disconnected)""}]",NONE
Predicting ionic conductivity in solids from the machine-learned potential energy landscape.pdf,1,NONE,15,Results,"[""Column""]","[{""Column"": ""Ξ Logistic Regression (L1) CatBoost Random guess Logistic Regression (L2)""}, {""Column"": ""PES+Matminer Matminer PES 0.00 0.25 0.50 0.0 0.5 1.0 0.00 0.25 0.50 Score [a.u.] Score [a.u.] Score [a.u.] (AIMD, base) (AIMD, extrap.) (experimental)""}]",NONE
Predicting ionic conductivity in solids from the machine-learned potential energy landscape.pdf,2,NONE,15,Results,"[""Column""]",[],NONE
Predicting ionic conductivity in solids from the machine-learned potential energy landscape.pdf,3,NONE,15,Results,"[""Column"", ""Column_2""]",[],NONE
